candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.88439723919010005,0,0,1500,4480,1568,35,42,831,55.399999999999999,32,2.1333333333333333,0.5350008667797671,-0.09907739771823347,0.013000000000000001,1,0,0,1.2,20.466666666666665,-0.086077397718233473
1,0.90808916154173425,0,1,1500,4480,1680,37.5,50,524,34.93333333333333,50,3.3333333333333335,0.70411000234437027,0.12035228296252429,0.01013,1,0,1.2,4.4666666666666668,10.466666666666667,0.13048228296252429
2,0.93074976375127227,0,1,1500,4480,1792,40,42,367,24.466666666666665,117,7.7999999999999998,0.76903093393543021,0.27615379245291527,0.0061499999999999992,1,0,4.4666666666666668,2.0666666666666664,10.066666666666666,0.28230379245291526
3,0.95368673047261221,0,1,1500,4480,1904,42.5,33,216,14.4,148,9.8666666666666671,0.82770135889312857,0.4366923108634656,0.0053500000000000006,1,0,2.0666666666666664,8.9333333333333336,4.7333333333333334,0.44204231086346563
4,0.975965986311495,0,1,1500,4480,2016,45,22,145,9.6666666666666661,282,18.800000000000001,0.78011925974954233,0.53333106847902767,0.00014999999999999909,1,0,8.9333333333333336,12.466666666666667,5.8000000000000007,0.53348106847902765
5,0.99762158114461563,0,1,1500,4480,2128,47.5,7,58,3.8666666666666667,469,31.266666666666666,0.64632708859388899,0.68424110243103653,-0.004579999999999999,1,0,12.466666666666667,2.0666666666666664,2.5333333333333332,0.6796611024310365
6,1.0093545116028877,0,1,1500,4480,2240,50,4,20,1.3333333333333333,500,33.333333333333336,0.8167590453558049,0.8239734329229943,-0.0048099999999999983,1,0,2.0666666666666664,0,1,0.81916343292299432
7,1.0288444333809326,0,1,1500,4480,2352,52.5,3,5,0.33333333333333331,500,33.333333333333336,0.99968557594509488,0.92561593642610451,0.02002,10,-4.5,0,0,0,0.94563593642610455
8,1.0500611660056764,0,1,1500,4480,2464,55,3,5,0.33333333333333331,500,33.333333333333336,0.99968557594509488,0.92561593642610451,0.024722222222222222,10,-3.5,0,0,0,0.95033815864832671
9,1.0717120376867517,0,1,1500,4480,2576,57.5,3,5,0.33333333333333331,500,33.333333333333336,0.99968557594509488,0.92561593642610451,0.026964444444444444,10,-2.5,0,0,0.13333333333333333,0.95258038087054897
10,1.0910507403292684,0,1,1500,4480,2688,60,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.029166666666666667,10,-1.5,0,0,0,0.95589457030040215
11,1.11588883112379,1,1,1500,4480,2800,62.5,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.03138888888888889,10,-0.5,0,0,0,0.95811679252262438
12,1.1431035092172441,0,1,1500,4480,2912,65,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.03138888888888889,10,0.5,0,0,0,0.95811679252262438
13,1.1640160828069119,0,1,1500,4480,3024,67.5,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.029166666666666667,10,1.5,0,0,0,0.95589457030040215
14,1.1868368281926094,0,1,1500,4480,3136,70,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.026913194444444444,10,2.5,0,0,0,0.95364109807817987
15,1.2155892067235254,0,1,1500,4480,3248,72.5,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.024264409722222224,10,3.5,0,0,0,0.95099231335595769
16,1.252008509078435,0,1,1500,4480,3360,75,3,3,0.20000000000000001,500,33.333333333333336,0.99981500606213591,0.92672790363373547,0.021074999999999997,10,4.5,0,0,0,0.94780290363373543
