candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.8572624955618966,0,0,1200,3572,1250,34.994400895856664,28,777,64.75,27,2.25,0.45994603178829252,-0.15630569904672667,0.0124125,1,0,0,0.25,16.083333333333332,-0.14389319904672668
1,0.8822807113760488,0,0,1200,3572,1340,37.513997760358343,38,584,48.666666666666664,30,2.5,0.60257277009704802,0.010320554859406873,0.01225,1,0,0.25,1.7500000000000002,17,0.022570554859406872
2,0.91230295214893864,0,1,1200,3572,1429,40.005599104143336,43,380,31.666666666666668,51,4.25,0.73412444731062376,0.18288802893640646,0.0088249999999999995,1,0,1.7500000000000002,0.83333333333333337,6.166666666666667,0.19171302893640646
3,0.93076775998305361,0,1,1200,3572,1518,42.497200447928329,34,306,25.5,61,5.083333333333333,0.7782881188685109,0.31171344745944057,0.009437499999999998,1,0,0.83333333333333337,11,10.25,0.32115094745944056
4,0.95656674466132796,0,1,1200,3572,1607,44.988801791713328,30,183,15.25,193,16.083333333333332,0.80523979746760266,0.42354807336746569,-0.0021124999999999998,1,0,11,11.25,7.2499999999999991,0.42143557336746568
5,0.98546909075231848,0,1,1200,3572,1697,47.508398656215007,23,96,8,328,27.333333333333332,0.79184630159632963,0.5140772117926703,-0.0027875,1,0,11.25,2.666666666666667,4.75,0.51128971179267024
6,1.0011148133162342,0,1,1200,3572,1786,50,18,39,3.25,360,30,0.79316481777756664,0.5939092707133925,-0.0033124999999999995,1,0,2.666666666666667,12.833333333333332,1.25,0.59059677071339245
7,1.0229856713119947,0,1,1200,3572,1875,52.491601343784993,14,24,2,514,42.833333333333336,0.72862449792650874,0.58363486094291606,-0.005112499999999999,1,0,12.833333333333332,12,1.9166666666666665,0.57852236094291609
8,1.0439831490409464,0,1,1200,3572,1965,55.011198208286672,8,1,0.083333333333333329,658,54.833333333333336,0.6579599424330087,0.60619794281059514,-0.0053999999999999986,1,0,12,4.3333333333333339,0,0.60079794281059518
9,1.0704937297481976,1,1,1200,3572,2054,57.502799552071671,5,1,0.083333333333333329,710,59.166666666666664,0.70146130883419977,0.65891087129577275,-0.0043999999999999994,1,0,4.3333333333333339,17.833333333333336,0,0.65451087129577279
10,1.0967947108306775,0,1,1200,3572,2143,59.994400895856664,2,1,0.083333333333333329,924,77,0.77744445693568165,0.647583847035063,-0.013899999999999999,2,-0.5,17.833333333333336,0,0,0.63368384703506297
11,1.1216923594593502,0,1,1200,3572,2232,62.486002239641657,2,1,0.083333333333333329,924,77,0.77744445693568165,0.647583847035063,-0.013899999999999999,2,0.5,0,22.916666666666664,0,0.63368384703506297
12,1.1540112378164207,0,0,1200,3572,2322,65.005599104143343,1,1,0.083333333333333329,1199,99.916666666666671,0.00083298601462030526,-1.4168297996544019,-0.017487499999999996,5,-2,22.916666666666664,0.083333333333333343,0.083333333333333343,-1.434317299654402
13,1.1794263222673169,0,0,1200,3572,2411,67.497200447928336,1,0,0,1200,100,0,-1.4180783239261856,-0.012499999999999997,5,-1,0.083333333333333343,0,0,-1.4305783239261856
14,1.2131181143403975,0,0,1200,3572,2500,69.988801791713328,1,0,0,1200,100,0,-1.4180783239261856,0.019868750000000001,5,0,0,0,0,-1.3982095739261855
15,1.248763608980467,0,0,1200,3572,2589,72.480403135498321,1,0,0,1200,100,0,-1.4180783239261856,0.014543358703424922,5,1,0,0,0,-1.4035349652227607
16,1.2975521130602454,0,0,1200,3572,2679,75,1,0,0,1200,100,0,-1.4180783239261856,0.0085749999999999993,5,2,0,0,0,-1.4095033239261856
