candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.86673092972889454,0,0,1200,3573,1251,35.012594458438286,32,709,59.083333333333336,29,2.4166666666666665,0.51071185505928218,-0.097922572029493116,0.012,1,0,0,0.91666666666666663,13.333333333333334,-0.085922572029493119
1,0.88994924406290699,0,0,1200,3573,1340,37.503498460677299,39,549,45.75,40,3.3333333333333335,0.62467922987903057,0.041582930871484451,0.011224999999999999,1,0,0.91666666666666663,2.166666666666667,15.5,0.05280793087148445
2,0.9191557522827507,0,1,1200,3573,1429,39.99440246291632,41,363,30.25,66,5.5,0.74287672318310538,0.21067763788216073,0.0090500000000000008,1,0,2.166666666666667,0.33333333333333337,11,0.21972763788216074
3,0.94620979762125434,0,1,1200,3573,1519,42.513294150573749,36,231,19.25,70,5.833333333333333,0.8193374709599025,0.36088296210873483,0.0083250000000000008,1,0,0.33333333333333337,3,6.166666666666667,0.36920796210873486
4,0.96909702655438013,0,1,1200,3573,1608,45.004198152812762,32,157,13.083333333333334,106,8.8333333333333339,0.85109353276985089,0.44940059850253938,0.0071250000000000003,1,0,3,1.8333333333333333,4.833333333333333,0.45652559850253938
5,0.99164579308040357,0,1,1200,3573,1697,47.495102155051775,29,99,8.25,128,10.666666666666666,0.86850724493283904,0.51622299365654656,0.0065500000000000011,1,0,1.8333333333333333,16.416666666666664,1,0.52277299365654661
6,1.0032378387064731,1,1,1200,3573,1787,50.013993842709205,17,87,7.25,325,27.083333333333332,0.7842949887121099,0.57680521809546959,-0.009437499999999998,1,0,16.416666666666664,43.5,1.7500000000000002,0.5673677180954696
7,1.0238548114567476,0,1,1200,3573,1876,52.504897844948225,11,66,5.5,847,70.583333333333329,0.46450986580468145,0.35550052265838794,-0.041937499999999996,1,0,43.5,3.5833333333333335,1.7500000000000002,0.31356302265838792
8,1.0500303365118506,0,1,1200,3573,1965,54.995801847187238,6,45,3.75,890,74.166666666666671,0.4904485440525162,0.43101712721966484,-0.042099999999999999,1,0,3.5833333333333335,4.1666666666666661,0.66666666666666674,0.38891712721966487
9,1.0774782765578967,0,1,1200,3573,2054,57.486705849426251,5,37,3.0833333333333335,940,78.333333333333329,0.45461603636782122,0.40325460926587381,0.005000000000000001,1,0,4.1666666666666661,12.416666666666666,0,0.40825460926587381
10,1.103718626789016,0,1,1200,3573,2144,60.00559753708368,3,37,3.0833333333333335,1089,90.75,0.2737898410061374,0.2281259167221214,-0.0046499999999999979,1,0,12.416666666666666,7.8333333333333339,1.6666666666666667,0.22347591672212141
11,1.1320111826942245,0,0,1200,3573,2233,62.496501539322701,1,17,1.4166666666666667,1183,98.583333333333329,0.014065842197237409,-1.3972549666571525,-0.0022749999999999975,6,-2.5,7.8333333333333339,0.83333333333333337,0.83333333333333337,-1.3995299666571526
12,1.1610114398646145,0,0,1200,3573,2322,64.987405541561714,1,7,0.58333333333333337,1193,99.416666666666671,0.0058162862650528984,-1.4094006445667504,0.0071875000000000012,6,-1.5,0.83333333333333337,0.58333333333333337,0.58333333333333337,-1.4022131445667505
13,1.1890906285416649,0,0,1200,3573,2412,67.506297229219143,1,0,0,1200,100,0,-1.4180783239261856,0.0195,6,-0.5,0.58333333333333337,0,0,-1.3985783239261855
14,1.2178668177996872,0,0,1200,3573,2501,69.997201231458163,1,0,0,1200,100,0,-1.4180783239261856,0.019768750000000002,6,0.5,0,0,0,-1.3983095739261855
15,1.2580184262474314,0,0,1200,3573,2590,72.488105233697169,1,0,0,1200,100,0,-1.4180783239261856,0.016042899488152587,6,1.5,0,0,0,-1.4020354244380331
16,1.2948360257269653,0,0,1200,3573,2680,75.006996921354599,1,0,0,1200,100,0,-1.4180783239261856,0.011074159781954545,6,2.5,0,0,0,-1.407004164144231
