candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.88602243265272829,0,0,1450,4334,1517,35.002307337332716,37,848,58.482758620689658,43,2.9655172413793105,0.50685232608771691,-0.11546418227901335,0.012265517241379311,1,0,0,1.8620689655172411,15.103448275862069,-0.10319866503763404
1,0.91348884220537119,0,0,1450,4334,1625,37.494231656668205,40,629,43.379310344827587,70,4.8275862068965516,0.63041950780822764,0.075095659175493865,0.01026896551724138,1,0,1.8620689655172411,2.1379310344827585,16.689655172413794,0.085364624692735244
2,0.93710136512361597,0,1,1450,4334,1734,40.009229349330873,46,387,26.689655172413794,101,6.9655172413793105,0.76119628749145563,0.22795576869040865,0.0086551724137931031,1,0,2.1379310344827585,2.4827586206896552,8.137931034482758,0.23661094110420175
3,0.95963505440924668,0,1,1450,4334,1842,42.501153668666362,38,269,18.551724137931036,137,9.4482758620689662,0.7951191606531659,0.35526297286263531,0.0080862068965517255,1,0,2.4827586206896552,3.0344827586206895,7.1034482758620694,0.36334917975918701
4,0.97966418226434138,0,1,1450,4334,1950,44.993077988001843,28,166,11.448275862068966,181,12.482758620689655,0.82686113953609663,0.49291720314529947,0.0072689655172413787,1,0,3.0344827586206895,30.551724137931036,6.068965517241379,0.50018616866254084
5,0.99935541404368278,0,1,1450,4334,2059,47.508075680664511,15,78,5.3793103448275863,624,43.03448275862069,0.73546575861375885,0.55225541224187313,-0.026279310344827587,1,0,30.551724137931036,14.482758620689657,2.5517241379310347,0.52597610189704558
6,1.0084009085469416,0,1,1450,4334,2167,50,7,41,2.8275862068965516,834,57.517241379310342,0.59125936814051339,0.56794156953337604,-0.026475862068965517,1,0,14.482758620689657,1.8620689655172411,1.2413793103448276,0.54146570746441047
7,1.0258557485186655,1,1,1450,4334,2275,52.491924319335489,4,23,1.5862068965517242,861,59.379310344827587,0.59744836606808616,0.63626232966687535,-0.0073379310344827611,1,0,1.8620689655172411,37.862068965517246,0.27586206896551724,0.62892439863239258
8,1.043996532606039,0,1,1450,4334,2384,55.006922011998157,2,19,1.3103448275862069,1410,97.241379310344826,0.12772712071955383,0.11811093112418386,-0.035310344827586208,1,0,37.862068965517246,2.2758620689655173,0.82758620689655171,0.082800586296597645
9,1.0671267789721544,0,0,1450,4334,2492,57.498846331333638,1,7,0.48275862068965519,1443,99.517241379310349,0.0048159146155870294,-1.4104959869899243,-0.027893103448275863,8,-3.5,2.2758620689655173,0.27586206896551724,0.27586206896551724,-1.4383890904382002
10,1.0877978913958481,0,0,1450,4334,2600,59.990770650669127,1,3,0.20689655172413793,1447,99.793103448275858,0.0020668237304814199,-1.4145934839007814,0.017657142857142857,8,-2.5,0.27586206896551724,0.20689655172413793,0.20689655172413793,-1.3969363410436386
11,1.1108044061160984,0,0,1450,4334,2709,62.505768343331795,1,0,0,1450,100,0,-1.41768783534557,0.022883251231527093,8,-1.5,0.20689655172413793,0,0,-1.3948045841140428
12,1.1366196867102605,0,0,1450,4334,2817,64.997692662667276,1,0,0,1450,100,0,-1.41768783534557,0.025823152709359608,8,-0.5,0,0,0,-1.3918646826362104
13,1.160226445288697,0,0,1450,4334,2925,67.489616982002772,1,0,0,1450,100,0,-1.41768783534557,0.026071428571428572,8,0.5,0,0,0,-1.3916164067741414
14,1.1842997404792031,0,0,1450,4334,3034,70.004614674665433,1,0,0,1450,100,0,-1.41768783534557,0.023183035458743048,8,1.5,0,0,0,-1.394504799886827
15,1.2150771271736827,0,0,1450,4334,3142,72.496538994000929,1,0,0,1450,100,0,-1.41768783534557,0.019899537873760052,8,2.5,0,0,0,-1.3977882974718099
16,1.2459823877007745,0,0,1450,4334,3250,74.98846331333641,1,0,0,1450,100,0,-1.41768783534557,0.016076382805257961,8,3.5,0,0,0,-1.4016114525403121
