candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.88036454762353455,0,0,1200,3567,1249,35.01541911970844,36,612,51,46,3.8333333333333335,0.57591303253671033,-0.010520591339382424,0.0122875,1,0,0,0.75,15.25,0.0017669086606175756
1,0.91080463881733165,0,0,1200,3567,1338,37.510513036164845,39,429,35.75,55,4.583333333333333,0.69761072402573132,0.16278864132282966,0.010812500000000001,1,0,0.75,2.3333333333333335,11.416666666666666,0.17360114132282967
2,0.93171362842920447,0,1,1200,3567,1427,40.00560695262125,37,292,24.333333333333332,83,6.916666666666667,0.78082826142665607,0.2988357990621352,0.0082375,1,0,2.3333333333333335,5.25,6.916666666666667,0.30707329906213521
3,0.95748363407053794,0,1,1200,3567,1516,42.500700869077654,31,209,17.416666666666668,146,12.166666666666666,0.79447658892396578,0.39953925400573781,0.0046750000000000012,1,0,5.25,7.083333333333333,6.5,0.40421425400573779
4,0.97871998519045167,0,1,1200,3567,1605,44.995794785534059,23,131,10.916666666666666,231,19.25,0.79410157450980146,0.50847791147905208,0.002337500000000001,1,0,7.083333333333333,18.083333333333336,5.583333333333333,0.51081541147905207
5,0.99939338358678798,0,1,1200,3567,1694,47.490888701990471,17,64,5.333333333333333,448,37.333333333333336,0.77350780496069971,0.55865084961580935,-0.011475000000000001,1,0,18.083333333333336,11.166666666666666,1.5,0.54717584961580934
6,1.0117851655790759,0,1,1200,3567,1784,50.014017381553124,11,46,3.8333333333333335,582,48.5,0.68938994610279125,0.57055698826272649,-0.0115125,1,0,11.166666666666666,0.16666666666666669,1.25,0.55904448826272646
7,1.0320565523250766,0,1,1200,3567,1873,52.509111298009529,12,31,2.5833333333333335,584,48.666666666666664,0.68366824362958611,0.56429839208647259,-0.0030499999999999989,1,0,0.16666666666666669,0.25,2.3333333333333335,0.56124839208647259
8,1.0508971057656655,0,1,1200,3567,1962,55.004205214465941,9,3,0.25,587,48.916666666666664,0.71084066644795407,0.63453635483913906,0.0097000000000000003,1,0,0.25,0,0,0.6442363548391391
9,1.0726283699270744,0,1,1200,3567,2051,57.499299130922346,7,3,0.25,587,48.916666666666664,0.72336542027033268,0.67327721731318768,0.009725000000000001,1,0,0,1,0.16666666666666669,0.68300221731318767
10,1.0996182753223387,0,1,1200,3567,2140,59.99439304737875,4,1,0.083333333333333329,599,49.916666666666664,0.6692021821893076,0.71838282447747481,0.0063,2,-0.5,1,0,0,0.72468282447747479
11,1.1262395806439003,0,1,1200,3567,2229,62.489486963835155,4,1,0.083333333333333329,599,49.916666666666664,0.6692021821893076,0.71838282447747481,0.0063,2,0.5,0,0,0,0.72468282447747479
12,1.15380652965248,0,1,1200,3567,2318,64.98458088029156,3,1,0.083333333333333329,599,49.916666666666664,0.81269364854608328,0.79867662436110243,0.010012500000000001,1,0,0,0.083333333333333343,0.083333333333333343,0.80868912436110241
13,1.1870671541245141,0,1,1200,3567,2408,67.50770955985422,2,0,0,600,50,1,0.90204995377424102,0.0073999999999999995,4,-1.5,0.083333333333333343,0,0,0.90944995377424098
14,1.2189624892013222,1,1,1200,3567,2497,70.002803476310632,2,0,0,600,50,1,0.90204995377424102,0.014035416572352915,4,-0.5,0,0,0,0.91608537034659399
15,1.2517626795016457,0,1,1200,3567,2586,72.49789739276703,2,0,0,600,50,1,0.90204995377424102,0.013708980270049159,4,0.5,0,0,0,0.91575893404429021
16,1.2879045220193526,0,1,1200,3567,2675,74.992991309223441,2,0,0,600,50,1,0.90204995377424102,0.00607584045343223,4,1.5,0,0,0,0.90812579422767326
