candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.88678096322932665,0,0,1080,3224,1129,35.018610421836229,20,704,65.18518518518519,39,3.6111111111111112,0.46021537550480374,-0.095681497044668912,0.012902777777777777,1,0,0,2.1296296296296298,19.351851851851851,-0.082778719266891135
1,0.9139728577235019,0,0,1080,3224,1209,37.5,26,495,45.833333333333336,62,5.7407407407407405,0.61198715484800825,0.12958269736413616,0.0095833333333333343,1,0,2.1296296296296298,4.5370370370370372,14.25925925925926,0.13916603069746949
2,0.94027577987151778,0,1,1080,3224,1290,40.012406947890817,23,341,31.574074074074073,111,10.277777777777779,0.71330580966676083,0.32144828434026407,0.0035555555555555549,2,-0.5,4.5370370370370372,0,10,0.3250038398958196
3,0.95941592072708515,0,1,1080,3224,1370,42.493796526054588,23,233,21.574074074074073,111,10.277777777777779,0.78412311490113362,0.42642016936159505,0.0038333333333333327,2,0.5,0,8.518518518518519,11.851851851851853,0.4302535026949284
4,0.97994179527220693,0,1,1080,3224,1451,45.006203473945412,19,105,9.7222222222222214,203,18.796296296296298,0.8126918754431629,0.55904177780525943,0.00041666666666666761,1,0,8.518518518518519,17.407407407407408,4.2592592592592595,0.55945844447192605
5,1,0,1,1080,3224,1553,48.169975186104217,9,59,5.4629629629629628,391,36.203703703703702,0.70963322298128828,0.63902271855571668,-0.010833333333333332,1,0,17.407407407407408,13.796296296296296,0.37037037037037041,0.62818938522238332
6,1.0152941463695524,0,1,1080,3224,1612,50,5,55,5.0925925925925926,540,50,0.6073067548713873,0.62975049562959284,-0.013152777777777777,2,-0.5,13.796296296296296,0.092592592592592601,1.574074074074074,0.61659771785181505
7,1.0333152872150115,0,1,1080,3224,1693,52.512406947890817,5,38,3.5185185185185186,541,50.092592592592595,0.5814544826074507,0.63287774046067191,-0.0089027777777777751,2,0.5,0.092592592592592601,0.37037037037037041,1.0185185185185186,0.6239749626828941
8,1.0538297750614298,0,1,1080,3224,1773,54.993796526054588,3,27,2.5,545,50.462962962962962,0.72355460079493528,0.74497704656025332,0.0071805555555555555,2,-0.5,0.37037037037037041,0.55555555555555558,0.83333333333333337,0.75215760211580884
9,1.0805963239835001,0,1,1080,3224,1854,57.506203473945412,3,18,1.6666666666666667,551,51.018518518518519,0.72143212182002892,0.7483638085486658,0.0069999999999999993,2,0.5,0.55555555555555558,0,1.1111111111111112,0.7553638085486658
10,1.1040100281793326,0,1,1080,3224,1934,59.987593052109183,4,6,0.55555555555555558,551,51.018518518518519,0.60528717860222059,0.68629810286632142,0.009402777777777779,1,0,0,0.46296296296296291,0.46296296296296291,0.69570088064409918
11,1.1286210673023744,1,1,1080,3224,2015,62.5,3,1,0.092592592592592587,556,51.481481481481481,0.71789386587094794,0.75758259489241342,0.0069444444444444441,2,-0.5,0.46296296296296291,0,0,0.76452703933685784
12,1.1533836075396877,0,1,1080,3224,2095,64.981389578163771,3,1,0.092592592592592587,556,51.481481481481481,0.71789386587094794,0.75758259489241342,0.0069444444444444441,2,0.5,0,46.018518518518519,0,0.76452703933685784
13,1.18227767463063,0,1,1080,3224,2176,67.493796526054595,2,1,0.092592592592592587,1053,97.5,0.16504400028342434,0.13488864079610824,-0.047708333333333332,2,-0.5,46.018518518518519,0,0.092592592592592601,0.087180307462774914
14,1.2118892498385716,0,1,1080,3224,2257,70.006203473945405,2,0,0,1053,97.5,0.16866093149667025,0.13689530746148498,-0.047753472684019291,2,0.5,0,2.5,0,0.089141834777465692
15,1.2426090898909508,0,0,1080,3224,2337,72.487593052109176,1,0,0,1080,100,0,-1.4183122429850434,0.004042930069685177,2,-0.5,2.5,0,0,-1.4142693129153583
16,1.2873005144017151,0,0,1080,3224,2418,75,1,0,0,1080,100,0,-1.4183122429850434,0.0030749999999999992,2,0.5,0,0,0,-1.4152372429850435
