candidate_index,threshold,selected,nontrivial,active_points,edge_count,retained_edges,retained_edge_pct,num_clusters,noise_count,noise_pct,largest_cluster,largest_cluster_pct,component_entropy,base_objective,stability_adjustment,plateau_width_candidates,plateau_center_offset,largest_jump_before_pct,largest_jump_after_pct,noise_drop_after_pct,objective
0,0.87504396505449911,0,0,1200,3575,1251,34.993006993006993,31,685,57.083333333333336,38,3.1666666666666665,0.52811980979246775,-0.059821972856953232,0.0125375,1,0,0,0.75,16.916666666666664,-0.047284472856953232
1,0.89771752540551475,0,0,1200,3575,1341,37.510489510489514,38,482,40.166666666666664,47,3.9166666666666665,0.66689268498719401,0.11880471257095819,0.0087875000000000002,2,-0.5,0.75,1.7500000000000002,14.583333333333334,0.12759221257095818
2,0.91995230871202438,0,1,1200,3575,1430,40,38,307,25.583333333333332,68,5.666666666666667,0.77567310126194211,0.28054192076711987,0.0065999999999999991,2,0.5,1.7500000000000002,6.75,8,0.28714192076711986
3,0.94843999849282745,0,1,1200,3575,1519,42.489510489510486,31,211,17.583333333333332,149,12.416666666666666,0.80721174629822168,0.40238666325339406,0.0026750000000000003,1,0,6.75,1,5.166666666666667,0.40506166325339404
4,0.97027757065540454,0,1,1200,3575,1609,45.006993006993007,25,149,12.416666666666666,161,13.416666666666666,0.8209706698368997,0.49672805401543713,0.0030500000000000006,1,0,1,11.25,7.6666666666666661,0.49977805401543712
5,0.9917681968274038,0,1,1200,3575,1698,47.496503496503493,23,57,4.75,296,24.666666666666668,0.8167505685706985,0.55503370523369944,-0.0033124999999999995,1,0,11.25,1.5833333333333335,1.25,0.55172120523369939
6,1.0035729544761138,0,1,1200,3575,1788,50.013986013986013,18,42,3.5,315,26.25,0.80740090115590579,0.60638408739581118,-0.0032125000000000001,1,0,1.5833333333333335,23.25,1.9166666666666665,0.60317158739581123
7,1.0266173171939228,0,1,1200,3575,1877,52.503496503496507,14,19,1.5833333333333333,594,49.5,0.69962574801615252,0.54911863180762477,-0.017762500000000001,1,0,23.25,0.083333333333333343,0.91666666666666663,0.53135613180762475
8,1.0499504868526619,0,1,1200,3575,1966,54.993006993006993,12,8,0.66666666666666663,595,49.583333333333336,0.68754836472943759,0.57693695530475397,-0.017875000000000002,1,0,0.083333333333333343,0.16666666666666669,0.16666666666666669,0.559061955304754
9,1.0723380067219979,0,1,1200,3575,2056,57.510489510489514,11,6,0.5,597,49.75,0.70064527124611098,0.59563645622955497,0.0098125,1,0,0.16666666666666669,0.083333333333333343,0.083333333333333343,0.60544895622955497
10,1.0946209101735491,0,1,1200,3575,2145,60,8,5,0.41666666666666669,598,49.833333333333336,0.72900703104530995,0.65194775715823416,0.0097999999999999997,1,0,0.083333333333333343,0,0,0.6617477571582342
11,1.1189696908538764,0,1,1200,3575,2234,62.489510489510486,7,5,0.41666666666666669,598,49.833333333333336,0.67312585453913498,0.65028659847393533,0.0074249999999999993,2,-0.5,0,0,0.16666666666666669,0.65771159847393534
12,1.1475845678643521,0,1,1200,3575,2324,65.006993006993014,7,3,0.25,598,49.833333333333336,0.67489433144558986,0.65223889872452789,0.0074999999999999997,2,0.5,0,0,0,0.65973889872452784
13,1.18177540136521,0,1,1200,3575,2413,67.496503496503493,4,3,0.25,598,49.833333333333336,0.80742136231104511,0.76580026668674972,0.01,1,0,0,0,0,0.77580026668674973
14,1.2060692727587212,0,1,1200,3575,2502,69.986013986013987,3,3,0.25,598,49.833333333333336,0.75088899632034223,0.77608572524875985,0.0049687500000000001,3,-1,0,0,0,0.78105447524875982
15,1.2336600928023127,0,1,1200,3575,2592,72.503496503496507,3,3,0.25,598,49.833333333333336,0.75088899632034223,0.77608572524875985,0.014566977563083771,3,0,0,0.16666666666666669,0.16666666666666669,0.79065270281184363
16,1.2704829026830544,1,1,1200,3575,2681,74.993006993006986,3,1,0.083333333333333329,600,50,0.75042601178828483,0.77650826399587292,0.0033758385740133988,3,1,0.16666666666666669,0,0,0.77988410256988627
